Gmt time,Open,High,Low,Close,Volume
15.10.2020 00:00:00.000,3491.900,3493.655,3485.137,3486.337,7.2766
15.10.2020 01:00:00.000,3486.634,3490.700,3476.340,3480.143,11.2334
15.10.2020 02:00:00.000,3480.149,3481.400,3473.337,3473.652,5.7672
15.10.2020 03:00:00.000,3473.746,3476.549,3472.134,3474.134,6.7149
15.10.2020 04:00:00.000,3474.137,3481.100,3471.334,3478.700,4.8758
15.10.2020 05:00:00.000,3478.652,3483.700,3477.640,3478.837,5.8451
15.10.2020 06:00:00.000,3479.046,3479.046,3469.134,3469.637,7.4924
15.10.2020 07:00:00.000,3469.649,3473.646,3466.334,3470.840,12.934
15.10.2020 08:00:00.000,3470.855,3470.855,3449.337,3452.340,11.2881
15.10.2020 09:00:00.000,3452.340,3453.855,3441.637,3449.843,10.9563
15.10.2020 10:00:00.000,3450.149,3456.152,3445.755,3455.200,8.4665
15.10.2020 11:00:00.000,3455.652,3459.337,3449.634,3451.852,7.5925
15.10.2020 12:00:00.000,3451.855,3452.549,3441.843,3446.340,12.9199
15.10.2020 13:00:00.000,3446.340,3464.440,3439.455,3464.440,16.0495
15.10.2020 14:00:00.000,3464.440,3465.000,3446.440,3455.752,26.4428
15.10.2020 15:00:00.000,3455.740,3471.752,3448.234,3463.940,19.8566
15.10.2020 16:00:00.000,3463.934,3467.500,3456.652,3466.940,16.6285
15.10.2020 17:00:00.000,3466.937,3476.455,3465.940,3473.437,11.8405
15.10.2020 18:00:00.000,3473.737,3478.740,3470.949,3477.500,11.0253
15.10.2020 19:00:00.000,3477.240,3488.800,3476.249,3483.743,15.547
15.10.2020 20:00:00.000,3483.955,3485.400,3482.634,3483.246,1.9087
15.10.2020 21:00:00.000,3483.246,3483.246,3483.246,3483.246,0
15.10.2020 22:00:00.000,3486.846,3487.700,3483.837,3484.346,1.2333
15.10.2020 23:00:00.000,3484.549,3494.555,3484.140,3491.349,3.2064
16.10.2020 00:00:00.000,3491.537,3494.634,3486.649,3491.637,6.5307
16.10.2020 01:00:00.000,3491.652,3498.849,3491.355,3493.634,6.2847
16.10.2020 02:00:00.000,3493.655,3494.655,3492.334,3493.137,2.9186
16.10.2020 03:00:00.000,3493.349,3493.700,3479.855,3483.700,6.3835
16.10.2020 04:00:00.000,3483.343,3484.152,3478.834,3479.646,3.2164
16.10.2020 05:00:00.000,3479.843,3487.652,3479.755,3485.655,5.7819
16.10.2020 06:00:00.000,3485.352,3488.355,3480.334,3488.149,4.3291
16.10.2020 07:00:00.000,3488.143,3489.343,3478.334,3484.355,11.1938
16.10.2020 08:00:00.000,3484.349,3488.655,3481.840,3486.343,6.3767
16.10.2020 09:00:00.000,3486.634,3488.146,3478.334,3483.537,6.0747
16.10.2020 10:00:00.000,3483.600,3492.400,3480.834,3488.900,7.235
16.10.2020 11:00:00.000,3488.855,3494.355,3485.843,3490.649,5.5938
16.10.2020 12:00:00.000,3490.646,3498.400,3488.843,3498.155,3.4716
16.10.2020 13:00:00.000,3498.140,3500.746,3491.140,3499.755,13.3663
16.10.2020 14:00:00.000,3499.746,3516.255,3499.300,3507.452,11.5096
16.10.2020 15:00:00.000,3507.752,3507.752,3494.234,3503.000,14.7547
16.10.2020 16:00:00.000,3502.946,3503.500,3492.437,3498.934,13.4541
16.10.2020 17:00:00.000,3498.946,3504.449,3497.300,3501.443,7.4998
16.10.2020 18:00:00.000,3501.234,3507.800,3498.000,3507.455,8.9382
16.10.2020 19:00:00.000,3507.437,3507.800,3480.437,3481.740,15.6249
16.10.2020 20:00:00.000,3481.440,3482.800,3469.134,3469.752,3.8238
16.10.2020 21:00:00.000,3469.752,3469.752,3469.752,3469.752,0
16.10.2020 22:00:00.000,3469.752,3469.752,3469.752,3469.752,0
16.10.2020 23:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 00:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 01:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 02:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 03:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 04:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 05:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 06:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 07:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 08:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 09:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 10:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 11:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 12:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 13:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 14:00:00.000,3469.752,3469.752,3469.752,3469.752,0
17.10.2020 15:00:00.000,3469.752,3469.752,3469.752,3469.752,0
