Gmt time,Open,High,Low,Close,Volume
12.10.2021 00:00:00.000,14696.059,14706.099,14626.819,14639.849,15.4495
12.10.2021 01:00:00.000,14640.389,14648.999,14607.879,14644.499,17.0133
12.10.2021 02:00:00.000,14644.569,14663.599,14639.399,14657.239,11.8852
12.10.2021 03:00:00.000,14656.879,14662.899,14627.729,14631.879,8.879
12.10.2021 04:00:00.000,14632.009,14655.189,14631.549,14648.869,5.7999
12.10.2021 05:00:00.000,14648.479,14670.239,14644.529,14656.519,9.5054
12.10.2021 06:00:00.000,14656.599,14657.049,14602.049,14612.859,12.8868
12.10.2021 07:00:00.000,14613.419,14677.389,14598.309,14665.499,19.333
12.10.2021 08:00:00.000,14665.427,14715.589,14656.819,14708.699,14.813
12.10.2021 09:00:00.000,14708.487,14744.069,14708.319,14735.529,11.2853
12.10.2021 10:00:00.000,14735.879,14760.489,14722.249,14757.029,9.347
12.10.2021 11:00:00.000,14756.249,14769.987,14742.029,14742.759,9.8806
12.10.2021 12:00:00.000,14742.737,14794.479,14738.419,14756.549,12.7276
12.10.2021 13:00:00.000,14757.099,14790.779,14670.009,14673.779,25.1692
12.10.2021 14:00:00.000,14673.979,14732.199,14645.969,14649.947,33.0794
12.10.2021 15:00:00.000,14651.919,14716.889,14651.919,14716.249,26.4093
12.10.2021 16:00:00.000,14717.129,14744.369,14665.019,14672.219,21.3309
12.10.2021 17:00:00.000,14672.117,14692.579,14648.089,14670.599,19.4769
12.10.2021 18:00:00.000,14670.249,14732.109,14664.049,14682.299,19.3401
12.10.2021 19:00:00.000,14682.219,14693.249,14634.049,14662.809,23.1507
12.10.2021 20:00:00.000,14662.799,14665.589,14607.759,14625.289,4.7897
12.10.2021 21:00:00.000,14625.289,14625.289,14625.289,14625.289,0
12.10.2021 22:00:00.000,14604.789,14621.137,14602.819,14619.519,3.4726
12.10.2021 23:00:00.000,14619.629,14627.619,14613.269,14616.589,4.6672
13.10.2021 00:00:00.000,14616.409,14656.599,14616.209,14648.309,11.7708
13.10.2021 01:00:00.000,14648.349,14650.749,14619.319,14627.719,9.4662
13.10.2021 02:00:00.000,14628.549,14634.099,14610.019,14617.609,7.8573
13.10.2021 03:00:00.000,14617.527,14638.069,14617.319,14629.669,5.7015
13.10.2021 04:00:00.000,14630.179,14652.209,14628.329,14650.809,4.5634
13.10.2021 05:00:00.000,14651.049,14656.289,14629.189,14636.149,5.9755
13.10.2021 06:00:00.000,14633.709,14651.879,14627.029,14643.709,7.7599
13.10.2021 07:00:00.000,14643.779,14688.689,14603.119,14685.599,17.5308
13.10.2021 08:00:00.000,14685.639,14741.289,14672.719,14722.099,14.1682
13.10.2021 09:00:00.000,14722.097,14740.989,14712.809,14728.379,10.7835
