Symbol, Date, Open, High, Low, Close, Volume
MCD, 2022-01-03T14:30:00.000Z, 0.78485, 0.7849, 0.7847, 0.7847, -1
MCD, 2022-01-03T14:31:00.000Z, 0.7847, 0.78475, 0.78445, 0.78445, -1
MCD, 2022-01-03T14:32:00.000Z, 0.78445, 0.78455, 0.7844, 0.78445, -1
MCD, 2022-01-03T14:33:00.000Z, 0.78445, 0.7845, 0.78425, 0.78445, -1
MCD, 2022-01-03T14:34:00.000Z, 0.78445, 0.78455, 0.78435, 0.78445, -1
MCD, 2022-01-03T14:35:00.000Z, 0.78445, 0.78445, 0.78425, 0.7844, -1
MCD, 2022-01-03T14:36:00.000Z, 0.7844, 0.78465, 0.78435, 0.7845, -1
MCD, 2022-01-03T14:37:00.000Z, 0.7845, 0.78475, 0.78445, 0.78465, -1
MCD, 2022-01-03T14:38:00.000Z, 0.78465, 0.78465, 0.78445, 0.78455, -1
MCD, 2022-01-03T14:39:00.000Z, 0.78455, 0.78455, 0.78445, 0.7845, -1
MCD, 2022-01-03T14:40:00.000Z, 0.7845, 0.78455, 0.78445, 0.78455, -1
MCD, 2022-01-03T14:41:00.000Z, 0.78455, 0.7848, 0.7845, 0.78475, -1
MCD, 2022-01-03T14:42:00.000Z, 0.78475, 0.78485, 0.78465, 0.7847, -1
MCD, 2022-01-03T14:43:00.000Z, 0.7847, 0.78505, 0.78465, 0.785, -1
MCD, 2022-01-03T14:44:00.000Z, 0.785, 0.78525, 0.785, 0.78525, -1
MCD, 2022-01-03T14:45:00.000Z, 0.78525, 0.78525, 0.78515, 0.78515, -1
MCD, 2022-01-03T14:46:00.000Z, 0.78515, 0.7852, 0.78505, 0.78505, -1
MCD, 2022-01-03T14:47:00.000Z, 0.78505, 0.78505, 0.78475, 0.78475, -1
MCD, 2022-01-03T14:48:00.000Z, 0.78475, 0.78485, 0.78445, 0.78475, -1
MCD, 2022-01-03T14:49:00.000Z, 0.78475, 0.78475, 0.78435, 0.78455, -1
MCD, 2022-01-03T14:50:00.000Z, 0.78455, 0.7846, 0.78435, 0.78445, -1
MCD, 2022-01-03T14:51:00.000Z, 0.78445, 0.78475, 0.78435, 0.7847, -1
MCD, 2022-01-03T14:52:00.000Z, 0.7847, 0.78505, 0.78465, 0.78475, -1
MCD, 2022-01-03T14:53:00.000Z, 0.78475, 0.78495, 0.78465, 0.78465, -1
MCD, 2022-01-03T14:54:00.000Z, 0.78465, 0.78475, 0.7846, 0.78465, -1
MCD, 2022-01-03T14:55:00.000Z, 0.78465, 0.78465, 0.78455, 0.7846, -1
MCD, 2022-01-03T14:56:00.000Z, 0.7846, 0.7849, 0.7846, 0.78475, -1
MCD, 2022-01-03T14:57:00.000Z, 0.78475, 0.78475, 0.7844, 0.78455, -1
MCD, 2022-01-03T14:58:00.000Z, 0.78455, 0.78475, 0.78455, 0.7846, -1
MCD, 2022-01-03T14:59:00.000Z, 0.7846, 0.7848, 0.78455, 0.7848, -1
MCD, 2022-01-03T15:00:00.000Z, 0.7848, 0.78495, 0.78465, 0.7849, -1
MCD, 2022-01-03T15:01:00.000Z, 0.7849, 0.78495, 0.7848, 0.78485, -1
MCD, 2022-01-03T15:02:00.000Z, 0.78485, 0.7851, 0.78485, 0.78505, -1
MCD, 2022-01-03T15:03:00.000Z, 0.78505, 0.78515, 0.78495, 0.78505, -1
MCD, 2022-01-03T15:04:00.000Z, 0.78505, 0.78505, 0.78485, 0.78485, -1
MCD, 2022-01-03T15:05:00.000Z, 0.78485, 0.78485, 0.78455, 0.7846, -1
MCD, 2022-01-03T15:06:00.000Z, 0.7846, 0.78485, 0.78455, 0.78455, -1
MCD, 2022-01-03T15:07:00.000Z, 0.78455, 0.78455, 0.78425, 0.78445, -1
MCD, 2022-01-03T15:08:00.000Z, 0.78445, 0.78455, 0.78435, 0.78445, -1
MCD, 2022-01-03T15:09:00.000Z, 0.78445, 0.78455, 0.78435, 0.78455, -1
MCD, 2022-01-03T15:10:00.000Z, 0.78455, 0.78465, 0.78435, 0.78435, -1
MCD, 2022-01-03T15:11:00.000Z, 0.78435, 0.7844, 0.78425, 0.78435, -1
MCD, 2022-01-03T15:12:00.000Z, 0.78435, 0.78445, 0.78425, 0.78445, -1
MCD, 2022-01-03T15:13:00.000Z, 0.78445, 0.78465, 0.7844, 0.7846, -1
MCD, 2022-01-03T15:14:00.000Z, 0.7846, 0.7846, 0.78435, 0.78445, -1
MCD, 2022-01-03T15:15:00.000Z, 0.78445, 0.78465, 0.78435, 0.78445, -1
MCD, 2022-01-03T15:16:00.000Z, 0.78445, 0.78445, 0.78425, 0.78435, -1
MCD, 2022-01-03T15:17:00.000Z, 0.78435, 0.78445, 0.78425, 0.78435, -1
MCD, 2022-01-03T15:18:00.000Z, 0.78435, 0.78445, 0.78435, 0.78445, -1
MCD, 2022-01-03T15:19:00.000Z, 0.78445, 0.78445, 0.78425, 0.78435, -1
MCD, 2022-01-03T15:20:00.000Z, 0.78435, 0.78445, 0.78425, 0.78425, -1
MCD, 2022-01-03T15:21:00.000Z, 0.78425, 0.78435, 0.78415, 0.78435, -1
MCD, 2022-01-03T15:22:00.000Z, 0.78435, 0.78445, 0.78425, 0.7844, -1
MCD, 2022-01-03T15:23:00.000Z, 0.7844, 0.78445, 0.7843, 0.7843, -1
MCD, 2022-01-03T15:24:00.000Z, 0.7843, 0.78435, 0.78415, 0.78435, -1
MCD, 2022-01-03T15:25:00.000Z, 0.78435, 0.78435, 0.78425, 0.78425, -1
MCD, 2022-01-03T15:26:00.000Z, 0.78425, 0.78425, 0.78405, 0.78405, -1
MCD, 2022-01-03T15:27:00.000Z, 0.78405, 0.7841, 0.78385, 0.78385, -1
MCD, 2022-01-03T15:28:00.000Z, 0.78385, 0.78385, 0.78355, 0.7836, -1
MCD, 2022-01-03T15:29:00.000Z, 0.7836, 0.78375, 0.7836, 0.7837, -1
MCD, 2022-01-03T15:30:00.000Z, 0.7837, 0.78375, 0.78345, 0.78365, -1
MCD, 2022-01-03T15:31:00.000Z, 0.78365, 0.7837, 0.78355, 0.78365, -1
MCD, 2022-01-03T15:32:00.000Z, 0.78365, 0.78365, 0.78335, 0.78335, -1
MCD, 2022-01-03T15:33:00.000Z, 0.78335, 0.78335, 0.78305, 0.78305, -1
MCD, 2022-01-03T15:34:00.000Z, 0.78305, 0.78315, 0.78295, 0.78315, -1
MCD, 2022-01-03T15:35:00.000Z, 0.78315, 0.78325, 0.783, 0.78305, -1
MCD, 2022-01-03T15:36:00.000Z, 0.78305, 0.7831, 0.78295, 0.78305, -1
MCD, 2022-01-03T15:37:00.000Z, 0.78305, 0.7831, 0.783, 0.78305, -1
MCD, 2022-01-03T15:38:00.000Z, 0.78305, 0.78315, 0.78305, 0.78315, -1
MCD, 2022-01-03T15:39:00.000Z, 0.78315, 0.78335, 0.78305, 0.7832, -1
MCD, 2022-01-03T15:40:00.000Z, 0.7832, 0.7833, 0.78305, 0.7832, -1
MCD, 2022-01-03T15:41:00.000Z, 0.7832, 0.78335, 0.78315, 0.78325, -1
MCD, 2022-01-03T15:42:00.000Z, 0.78325, 0.7833, 0.78315, 0.78315, -1
MCD, 2022-01-03T15:43:00.000Z, 0.78315, 0.78315, 0.78295, 0.78305, -1
MCD, 2022-01-03T15:44:00.000Z, 0.78305, 0.7832, 0.783, 0.7832, -1
MCD, 2022-01-03T15:45:00.000Z, 0.7832, 0.7832, 0.7829, 0.78295, -1
MCD, 2022-01-03T15:46:00.000Z, 0.78295, 0.783, 0.78255, 0.7827, -1
MCD, 2022-01-03T15:47:00.000Z, 0.7827, 0.7828, 0.78265, 0.78265, -1
MCD, 2022-01-03T15:48:00.000Z, 0.78265, 0.78295, 0.78265, 0.78285, -1
MCD, 2022-01-03T15:49:00.000Z, 0.78285, 0.78285, 0.78265, 0.78275, -1
MCD, 2022-01-03T15:50:00.000Z, 0.78275, 0.78285, 0.78265, 0.78275, -1
MCD, 2022-01-03T15:51:00.000Z, 0.78275, 0.7828, 0.78265, 0.7827, -1
MCD, 2022-01-03T15:52:00.000Z, 0.7827, 0.7828, 0.7825, 0.78265, -1
MCD, 2022-01-03T15:53:00.000Z, 0.78265, 0.78265, 0.78255, 0.78255, -1
MCD, 2022-01-03T15:54:00.000Z, 0.78255, 0.78255, 0.78245, 0.7825, -1
MCD, 2022-01-03T15:55:00.000Z, 0.7825, 0.7826, 0.78235, 0.78245, -1
MCD, 2022-01-03T15:56:00.000Z, 0.78245, 0.78245, 0.7824, 0.78245, -1
MCD, 2022-01-03T15:57:00.000Z, 0.78245, 0.78265, 0.7824, 0.78265, -1
MCD, 2022-01-03T15:58:00.000Z, 0.78265, 0.7828, 0.78255, 0.7828, -1
MCD, 2022-01-03T15:59:00.000Z, 0.7828, 0.78285, 0.78275, 0.78275, -1
MCD, 2022-01-03T16:00:00.000Z, 0.78275, 0.78285, 0.7827, 0.78285, -1
