Open Time ET,Side,Qty Open,Symbol,Descrip,Avg Price Open,Qty Closed,Closed Time ET,Avg Price Closed,DD as %,DD $,DD Time ET,DD Quant,DD Worst Price,Trade P/L
2022-09-28 16:00:20,SHORT,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11560.6775,1,2022-09-28 19:37:07,11526.7854,-0.03,-7.64,2022-09-28 18:14:00,1,11564.5000,67.00
2022-09-28 06:03:05,LONG,2,@MNQZ2,MICRO E-MINI NASDAQ 100,11192.8847,2,2022-09-28 07:36:55,11221.5858,-0.46,-115.54,2022-09-28 06:06:00,2,11164.0000,113.00
2022-09-27 14:50:31,LONG,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11352.5857,1,2022-09-27 18:26:18,11348.2979,-0.57,-143.17,2022-09-27 15:33:00,1,11281.0000,-10.00
2022-09-26 18:32:16,LONG,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11321.9737,1,2022-09-26 23:47:54,11399.3993,-0.02,-5.45,2022-09-26 18:45:00,1,11319.2000,154.00
2022-09-23 09:43:57,LONG,2,@MNQZ2,MICRO E-MINI NASDAQ 100,11356.1580,2,2022-09-23 14:55:26,11295.4014,-0.96,-241.82,2022-09-23 14:55:00,1,11235.2000,-245.00
2022-09-22 18:21:28,LONG,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11584.1240,1,2022-09-23 00:06:11,11534.6226,-0.62,-157.75,2022-09-23 00:06:00,1,11505.2000,-100.00
2022-09-22 09:43:40,SHORT,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11591.7189,1,2022-09-22 09:51:20,11596.0947,-0.24,-62.00,2022-09-22 09:47:00,1,11625.8000,-10.00
2022-09-22 09:13:29,SHORT,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11688.5877,1,2022-09-22 09:35:29,11653.1765,0.00,0.00,2022-09-22 09:13:29,,0.0000,70.00
2022-09-22 05:01:15,SHORT,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11750.0455,1,2022-09-22 05:49:03,11690.2097,0.00,0.00,2022-09-22 05:01:15,,0.0000,119.00
2022-09-21 18:42:21,SHORT,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11646.8634,1,2022-09-21 19:55:20,11621.8272,0.00,0.00,2022-09-21 18:42:21,,0.0000,49.00
2022-09-21 14:30:07,SHORT,2,@MNQZ2,MICRO E-MINI NASDAQ 100,11893.7689,2,2022-09-21 15:57:39,11793.9637,-4.04,-971.00,2022-09-21 14:46:00,2,12139.0000,397.00
2022-09-21 14:02:28,SHORT,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11842.8444,1,2022-09-21 14:08:46,11867.9765,0.00,0.00,2022-09-21 14:02:28,,0.0000,-51.00
2022-09-20 14:50:57,LONG,2,@MNQZ2,MICRO E-MINI NASDAQ 100,11907.1394,2,2022-09-21 04:08:59,11930.2292,-0.34,-85.00,2022-09-21 03:08:00,1,11862.5000,90.00
2022-09-20 11:09:37,LONG,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11978.0605,1,2022-09-20 13:30:34,11866.3667,-0.95,-235.50,2022-09-20 13:30:00,1,11862.2000,-224.00
2022-09-19 08:38:48,LONG,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11851.1941,1,2022-09-19 09:36:07,11866.4508,-0.29,-72.86,2022-09-19 09:29:00,1,11814.8000,30.00
2022-09-16 12:32:50,SHORT,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11794.5761,1,2022-09-18 18:33:17,11897.6312,-1.33,-330.85,2022-09-16 16:59:00,1,11960.0000,-207.00
2022-09-16 09:50:15,LONG,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11822.1038,1,2022-09-16 10:02:36,11815.7849,-0.33,-84.21,2022-09-16 10:00:00,1,11780.0000,-14.00
2022-09-16 09:38:55,LONG,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11835.3687,1,2022-09-16 09:40:15,11826.8092,-0.07,-17.00,2022-09-16 09:40:15,1,11826.8000,-18.00
2022-09-16 09:02:05,LONG,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11840.8900,1,2022-09-16 09:29:47,11830.9062,-0.12,-31.28,2022-09-16 09:25:00,1,11825.2000,-21.00
2022-09-16 05:52:13,LONG,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11875.3429,1,2022-09-16 06:32:26,11877.3271,-0.15,-38.00,2022-09-16 06:18:00,1,11856.0000,3.00
2022-09-15 16:47:23,SHORT,1,@MNQZ2,MICRO E-MINI NASDAQ 100,11958.5237,1,2022-09-15 18:12:43,11919.2651,-0.09,-22.50,2022-09-15 16:59:00,1,11974.0000,78.00
2022-09-15 14:00:00,SHORT,1,@MNQZ2,MICRO E-MINI NASDAQ 100,12086.2563,1,2022-09-15 15:51:05,11995.7326,0.00,0.00,2022-09-15 14:00:00,,0.0000,180.00
2022-09-15 10:29:04,SHORT,1,@MNQZ2,MICRO E-MINI NASDAQ 100,12118.9974,1,2022-09-15 11:38:11,12065.7219,-0.13,-33.51,2022-09-15 10:38:00,1,12135.8000,106.00
2022-09-14 09:47:23,LONG,2,@MNQU2,MICRO E-MINI NASDAQ 100,12103.4765,2,2022-09-14 10:26:50,12034.6641,-1.06,-261.91,2022-09-14 10:26:00,2,12038.0000,-277.00
